timestamp,pred_h1,act_h1,pred_h2,act_h2,pred_h3,act_h3,pred_h4,act_h4,pred_h5,act_h5,pred_h6,act_h6
2017-10-19 12:50:00,36711.828125,36942.14442,36658.125,36551.42232,36627.81640625,36633.34792,36516.3828125,36942.14442,36441.796875,36721.57549,36349.31640625,36374.96718
2017-10-19 13:00:00,36789.1796875,36551.42232,36725.47265625,36633.34792,36687.0546875,36942.14442,36568.1640625,36721.57549,36486.62109375,36374.96718,36390.47265625,36085.07659
2017-10-19 13:10:00,36850.765625,36633.34792,36768.60546875,36942.14442,36711.6328125,36721.57549,36575.41015625,36374.96718,36478.39453125,36085.07659,36369.04296875,35826.69584
2017-10-19 13:20:00,36737.484375,36942.14442,36636.72265625,36721.57549,36562.16796875,36374.96718,36414.234375,36085.07659,36305.91015625,35826.69584,36191.33203125,36242.62582
2017-10-19 13:30:00,36608.23046875,36721.57549,36490.6015625,36374.96718,36401.87890625,36085.07659,36246.08203125,35826.69584,36129.69921875,36242.62582,36013.82421875,35921.22538
2017-10-19 13:40:00,36452.5625,36374.96718,36325.4296875,36085.07659,36228.125,35826.69584,36070.21484375,36242.62582,35954.41015625,35921.22538,35845.02734375,36097.68053
2017-10-19 13:50:00,36298.06640625,36085.07659,36164.6484375,35826.69584,36063.8671875,36242.62582,35910.55078125,35921.22538,35801.2265625,36097.68053,35705.37109375,35914.92341
2017-10-19 14:00:00,36202.86328125,35826.69584,36063.47265625,36242.62582,35958.64453125,35921.22538,35806.375,36097.68053,35701.75,35914.92341,35614.44140625,35706.95842
2017-10-19 14:10:00,36043.0625,36242.62582,35897.390625,35921.22538,35786.74609375,36097.68053,35635.72265625,35914.92341,35536.15234375,35706.95842,35459.40625,34761.66302
2017-10-19 14:20:00,35819.73828125,35921.22538,35670.68359375,36097.68053,35559.08984375,35914.92341,35416.5859375,35706.95842,35331.37890625,34761.66302,35275.87109375,34799.47484
2017-10-19 14:30:00,35673.59375,36097.68053,35523.2578125,35914.92341,35411.2734375,35706.95842,35275.7578125,34761.66302,35201.23828125,34799.47484,35162.13671875,34560.0
2017-10-19 14:40:00,35534.66015625,35914.92341,35381.4921875,35706.95842,35267.3125,34761.66302,35136.37890625,34799.47484,35071.6484375,34560.0,35044.91015625,34490.67834
2017-10-19 14:50:00,35680.04296875,35706.95842,35520.3359375,34761.66302,35400.78515625,34799.47484,35260.60546875,34560.0,35190.12109375,34490.67834,35154.2890625,34944.42013
2017-10-19 15:00:00,35543.6015625,34761.66302,35388.92578125,34799.47484,35276.30859375,34560.0,35150.203125,34490.67834,35099.11328125,34944.42013,35088.703125,35700.65646
2017-10-19 15:10:00,35367.5859375,34799.47484,35224.23828125,34560.0,35126.1640625,34490.67834,35026.28515625,34944.42013,35009.94921875,35700.65646,35043.0390625,35713.26039
2017-10-19 15:20:00,35133.41015625,34560.0,34995.84765625,34490.67834,34905.5703125,34944.42013,34828.33203125,35700.65646,34844.3046875,35713.26039,34919.39453125,35524.20131
2017-10-19 15:30:00,34822.7890625,34490.67834,34705.73828125,34944.42013,34640.40234375,35700.65646,34611.99609375,35713.26039,34688.13671875,35524.20131,34838.9296875,35372.95405
2017-10-19 15:40:00,34512.40625,34944.42013,34413.91015625,35700.65646,34373.31640625,35713.26039,34396.53515625,35524.20131,34538.234375,35372.95405,34770.75,35139.78118
2017-10-19 15:50:00,34180.22265625,35700.65646,34116.65625,35713.26039,34119.73828125,35524.20131,34224.5,35372.95405,34466.73046875,35139.78118,34822.046875,34950.7221
2017-10-19 16:00:00,34340.4296875,35713.26039,34335.76953125,35524.20131,34414.01171875,35372.95405,34616.88671875,35139.78118,34966.33984375,34950.7221,35449.09375,34767.96499
2017-10-19 16:10:00,34648.75390625,35524.20131,34811.9296875,35372.95405,35088.3984375,35139.78118,35522.72265625,34950.7221,36101.3828125,34767.96499,36841.8515625,34591.50985
2017-10-19 16:20:00,34777.2890625,35372.95405,35230.83203125,35139.78118,35835.203125,34950.7221,36645.21484375,34767.96499,37578.6484375,34591.50985,38701.29296875,35095.6674
2017-10-19 16:30:00,35088.9296875,35139.78118,35943.70703125,34950.7221,36978.984375,34767.96499,38197.21875,34591.50985,39463.87109375,35095.6674,40870.5625,36141.79431
2017-10-19 16:40:00,35352.52734375,34950.7221,36534.3359375,34767.96499,37906.5625,34591.50985,39403.546875,35095.6674,40864.93359375,36141.79431,42379.78515625,37641.66302
2017-10-19 16:50:00,35607.6484375,34767.96499,37059.41015625,34591.50985,38698.88671875,35095.6674,40394.82421875,36141.79431,41962.52734375,37641.66302,43484.46875,39481.83807
2017-10-19 17:00:00,35499.671875,34591.50985,37224.06640625,35095.6674,39138.5859375,36141.79431,41064.08203125,37641.66302,42773.953125,39481.83807,44327.55078125,43111.77243
2017-10-19 17:10:00,35180.84375,35095.6674,37159.82421875,36141.79431,39338.93359375,37641.66302,41498.5625,39481.83807,43368.04296875,43111.77243,44978.67578125,45040.17505
2017-10-19 17:20:00,35179.6015625,36141.79431,37387.39453125,37641.66302,39781.23046875,39481.83807,42088.8671875,43111.77243,44015.91015625,45040.17505,45564.63671875,46155.62363
2017-10-19 17:30:00,35540.046875,37641.66302,37959.12890625,39481.83807,40518.25390625,43111.77243,42873.71875,45040.17505,44745.33203125,46155.62363,46093.91796875,46111.50985
2017-10-19 17:40:00,37383.9296875,39481.83807,39826.9140625,43111.77243,42265.58984375,45040.17505,44292.32421875,46155.62363,45732.76953125,46111.50985,46533.91015625,45682.97593
2017-10-19 17:50:00,40450.18359375,43111.77243,42465.2890625,45040.17505,44316.6640625,46155.62363,45601.58984375,46111.50985,46353.39453125,45682.97593,46496.8828125,45632.56018
2017-10-19 18:00:00,43291.37109375,45040.17505,44616.953125,46155.62363,45730.5859375,46111.50985,46311.2578125,45682.97593,46561.56640625,45632.56018,46411.56640625,45752.29759
2017-10-19 18:10:00,45174.02734375,46155.62363,45848.8203125,46111.50985,46346.296875,45682.97593,46467.28515625,45632.56018,46468.92578125,45752.29759,46304.375,45588.44639
2017-10-19 18:20:00,45741.1796875,46111.50985,46104.4765625,45682.97593,46343.796875,45632.56018,46335.359375,45752.29759,46298.6953125,45588.44639,46197.04296875,45903.54486
2017-10-19 18:30:00,45961.08984375,45682.97593,46218.47265625,45632.56018,46376.76171875,45752.29759,46344.9375,45588.44639,46313.5078125,45903.54486,46240.28515625,46029.58425
2017-10-19 18:40:00,46068.67578125,45632.56018,46291.81640625,45752.29759,46421.68359375,45588.44639,46384.51171875,45903.54486,46357.90234375,46029.58425,46286.84375,45796.41138
2017-10-19 18:50:00,46086.50390625,45752.29759,46299.27734375,45588.44639,46416.66796875,45903.54486,46372.66015625,46029.58425,46345.34765625,45796.41138,46263.69921875,45638.86214
2017-10-19 19:00:00,46012.49609375,45588.44639,46214.1953125,45903.54486,46318.30078125,46029.58425,46261.21484375,45796.41138,46228.859375,45638.86214,46128.140625,45538.03063
2017-10-19 19:10:00,45904.23046875,45903.54486,46093.4453125,46029.58425,46180.46484375,45796.41138,46104.45703125,45638.86214,46060.8203125,45538.03063,45933.98828125,45304.85777
2017-10-19 19:20:00,45740.203125,46029.58425,45914.23046875,45796.41138,45979.78515625,45638.86214,45879.9609375,45538.03063,45818.421875,45304.85777,45661.8984375,45084.28884
2017-10-19 19:30:00,45610.46875,45796.41138,45765.39453125,45638.86214,45802.58984375,45538.03063,45675.453125,45304.85777,45589.82421875,45084.28884,45400.60546875,44819.60613
2017-10-19 19:40:00,45479.69140625,45638.86214,45608.51171875,45538.03063,45608.90234375,45304.85777,45448.7734375,45084.28884,45332.13671875,44819.60613,45108.98828125,44529.71554
2017-10-19 19:50:00,45311.1328125,45538.03063,45405.5,45304.85777,45364.10546875,45084.28884,45165.03125,44819.60613,45010.2734375,44529.71554,44752.73046875,44082.27571
2017-10-19 20:00:00,45090.5234375,45304.85777,45136.4140625,45084.28884,45036.15234375,44819.60613,44784.4375,44529.71554,44575.57421875,44082.27571,44274.6484375,43559.21225
2017-10-19 20:10:00,44834.74609375,45084.28884,44830.27734375,44819.60613,44671.796875,44529.71554,44367.3125,44082.27571,44101.515625,43559.21225,43757.36328125,42865.99562
2017-10-19 20:20:00,44552.15625,44819.60613,44491.140625,44529.71554,44271.125,44082.27571,43911.546875,43559.21225,43587.5859375,42865.99562,43199.91796875,42330.32823
2017-10-19 20:30:00,44259.046875,44529.71554,44145.8984375,44082.27571,43870.66015625,43559.21225,43460.38671875,42865.99562,43083.9765625,42330.32823,42655.90234375,41845.07659
2017-10-19 20:40:00,43985.453125,44082.27571,43816.3671875,43559.21225,43482.640625,42865.99562,43019.33203125,42330.32823,42588.765625,41845.07659,42116.453125,40723.32604
2017-10-19 20:50:00,43644.59375,43559.21225,43400.58984375,42865.99562,42990.22265625,42330.32823,42457.2890625,41845.07659,41956.515625,40723.32604,41425.0,40143.54486
2017-10-19 21:00:00,43175.1015625,42865.99562,42834.859375,42330.32823,42329.6796875,41845.07659,41712.86328125,40723.32604,41129.3671875,40143.54486,40525.55859375,39620.4814
2017-10-19 21:10:00,42527.5859375,42330.32823,42082.3984375,41845.07659,41481.7734375,40723.32604,40784.14453125,40143.54486,40125.1484375,39620.4814,39452.84375,38580.65646
2017-10-19 21:20:00,41797.62890625,41845.07659,41264.734375,40723.32604,40590.15234375,40143.54486,39834.50390625,39620.4814,39121.74609375,38580.65646,38402.49609375,37666.8709
2017-10-19 21:30:00,41069.03125,40723.32604,40462.9140625,40143.54486,39732.12890625,39620.4814,38935.0546875,38580.65646,38180.7890625,37666.8709,37430.9140625,36469.49672
2017-10-19 21:40:00,40295.90234375,40143.54486,39630.703125,39620.4814,38858.44921875,38580.65646,38032.96875,37666.8709,37246.53125,36469.49672,36475.62109375,35498.99344
2017-10-19 21:50:00,39516.55859375,39620.4814,38790.74609375,38580.65646,37973.73046875,37666.8709,37120.43359375,36469.49672,36301.54296875,35498.99344,35509.11328125,34717.54923
2017-10-19 22:00:00,38669.0546875,38580.65646,37912.06640625,37666.8709,37081.00390625,36469.49672,36231.453125,35498.99344,35410.0078125,34717.54923,34629.72265625,33923.50109
2017-10-19 22:10:00,37741.71484375,37666.8709,36969.27734375,36469.49672,36141.11328125,35498.99344,35316.12890625,34717.54923,34516.81640625,33923.50109,33767.9765625,33280.70022
2017-10-19 22:20:00,36887.42578125,36469.49672,36110.59765625,35498.99344,35292.828125,34717.54923,34495.828125,33923.50109,33721.31640625,33280.70022,33003.93359375,32341.70678
2017-10-19 22:30:00,36002.18359375,35498.99344,35236.73828125,34717.54923,34443.890625,33923.50109,33689.8515625,33280.70022,32954.734375,32341.70678,32284.341796875,31925.77681
2017-10-19 22:40:00,35112.55859375,34717.54923,34362.609375,33923.50109,33593.97265625,33280.70022,32881.875,32341.70678,32185.134765625,31925.77681,31558.5546875,31289.2779
2017-10-19 22:50:00,34303.37109375,33923.50109,33580.19921875,33280.70022,32845.31640625,32341.70678,32180.0390625,31925.77681,31524.91015625,31289.2779,30943.216796875,30690.59081
2017-10-19 23:00:00,33480.0234375,33280.70022,32775.44921875,32341.70678,32062.59765625,31925.77681,31431.373046875,31289.2779,30807.837890625,30690.59081,30258.703125,30072.99781
2017-10-19 23:10:00,32750.3671875,32341.70678,32072.5625,31925.77681,31389.892578125,31289.2779,30795.822265625,30690.59081,30210.82421875,30072.99781,29697.658203125,29398.68709
2017-10-19 23:20:00,31992.015625,31925.77681,31337.7890625,31289.2779,30680.0703125,30690.59081,30113.443359375,30072.99781,29563.90625,29398.68709,29082.716796875,28825.20788
2017-10-19 23:30:00,31322.01953125,31289.2779,30690.880859375,30690.59081,30061.0390625,30072.99781,29519.90234375,29398.68709,29004.529296875,28825.20788,28554.65625,28415.57987
2017-10-19 23:40:00,30640.3984375,30690.59081,30038.115234375,30072.99781,29445.56640625,29398.68709,28933.34375,28825.20788,28466.677734375,28415.57987,28059.87890625,27917.72429
2017-10-19 23:50:00,30099.33984375,30072.99781,29539.216796875,29398.68709,29005.82421875,28825.20788,28534.484375,28415.57987,28142.91015625,27917.72429,27800.025390625,27527.00219
2017-10-20 00:00:00,29645.724609375,29398.68709,29153.439453125,28825.20788,28712.21875,28415.57987,28308.791015625,27917.72429,28028.69921875,27527.00219,27778.140625,27388.35886
2017-10-20 00:10:00,29209.783203125,28825.20788,28750.53125,28415.57987,28346.12890625,27917.72429,27979.998046875,27527.00219,27750.458984375,27388.35886,27544.4140625,27319.0372
2017-10-20 00:20:00,28771.650390625,28415.57987,28338.818359375,27917.72429,27959.798828125,27527.00219,27620.0625,27388.35886,27424.68359375,27319.0372,27248.6328125,27010.2407
2017-10-20 00:30:00,28391.318359375,27917.72429,27986.8828125,27527.00219,27635.9921875,27388.35886,27322.548828125,27319.0372,27160.927734375,27010.2407,27013.873046875,26802.27571
2017-10-20 00:40:00,28027.021484375,27527.00219,27654.13671875,27388.35886,27330.15625,27319.0372,27042.037109375,27010.2407,26909.173828125,26802.27571,26786.771484375,26304.42013
2017-10-20 00:50:00,27693.611328125,27388.35886,27346.873046875,27319.0372,27043.30859375,27010.2407,26773.60546875,26802.27571,26656.314453125,26304.42013,26548.70703125,26115.36105
2017-10-20 01:00:00,27394.51171875,27319.0372,27077.25390625,27010.2407,26793.068359375,26802.27571,26545.4140625,26304.42013,26445.01171875,26115.36105,26353.04296875,25964.11379
2017-10-20 01:10:00,27146.587890625,27010.2407,26852.791015625,26802.27571,26588.384765625,26304.42013,26362.24609375,26115.36105,26275.916015625,25964.11379,26199.068359375,25894.79212
2017-10-20 01:20:00,26971.185546875,26802.27571,26712.138671875,26304.42013,26472.05078125,26115.36105,26277.83984375,25964.11379,26211.201171875,25894.79212,26152.802734375,25529.2779
2017-10-20 01:30:00,26759.6796875,26304.42013,26518.16796875,26115.36105,26281.53125,25964.11379,26106.6484375,25894.79212,26039.751953125,25529.2779,25979.24609375,25396.93654
2017-10-20 01:40:00,26604.60546875,26115.36105,26382.19921875,25964.11379,26152.166015625,25894.79212,25990.68359375,25529.2779,25924.529296875,25396.93654,25859.72265625,25554.48578
2017-10-20 01:50:00,26458.412109375,25964.11379,26252.75390625,25894.79212,26035.2265625,25529.2779,25886.36328125,25396.93654,25832.318359375,25554.48578,25774.634765625,25585.99562
2017-10-20 02:00:00,26267.3984375,25894.79212,26072.90234375,25529.2779,25866.029296875,25396.93654,25726.333984375,25554.48578,25686.0390625,25585.99562,25639.076171875,25579.69365
2017-10-20 02:10:00,26036.33203125,25529.2779,25862.705078125,25396.93654,25679.04296875,25554.48578,25562.1875,25585.99562,25549.15234375,25579.69365,25524.267578125,25554.48578
2017-10-20 02:20:00,25824.572265625,25396.93654,25685.6875,25554.48578,25539.41796875,25585.99562,25456.615234375,25579.69365,25481.232421875,25554.48578,25484.087890625,25371.72867
2017-10-20 02:30:00,25610.76953125,25554.48578,25508.810546875,25585.99562,25401.748046875,25579.69365,25354.21875,25554.48578,25415.818359375,25371.72867,25446.58984375,25340.21882
2017-10-20 02:40:00,25578.267578125,25585.99562,25515.6484375,25579.69365,25444.572265625,25554.48578,25428.89453125,25371.72867,25517.763671875,25340.21882,25568.845703125,25289.80306
2017-10-20 02:50:00,25634.90625,25579.69365,25617.140625,25554.48578,25587.349609375,25371.72867,25608.041015625,25340.21882,25722.525390625,25289.80306,25796.36328125,25088.14004
2017-10-20 03:00:00,25684.712890625,25554.48578,25696.38671875,25371.72867,25692.833984375,25340.21882,25733.798828125,25289.80306,25858.45703125,25088.14004,25939.40625,25132.25383
2017-10-20 03:10:00,25787.896484375,25371.72867,25811.505859375,25340.21882,25814.302734375,25289.80306,25861.611328125,25088.14004,25981.78515625,25132.25383,26059.572265625,25195.27352
2017-10-20 03:20:00,25834.484375,25340.21882,25858.982421875,25289.80306,25858.3515625,25088.14004,25903.1484375,25132.25383,26015.03125,25195.27352,26083.75,25396.93654
2017-10-20 03:30:00,25780.408203125,25289.80306,25816.21484375,25088.14004,25825.7890625,25132.25383,25886.837890625,25195.27352,26015.470703125,25396.93654,26099.779296875,25434.74836
2017-10-20 03:40:00,25706.30859375,25088.14004,25755.6796875,25132.25383,25779.4921875,25195.27352,25859.99609375,25396.93654,26006.3671875,25434.74836,26104.853515625,25516.67396
2017-10-20 03:50:00,25734.546875,25132.25383,25791.68359375,25195.27352,25824.552734375,25396.93654,25916.232421875,25434.74836,26072.67578125,25516.67396,26179.333984375,25705.73304
2017-10-20 04:00:00,25797.109375,25195.27352,25855.2265625,25396.93654,25890.701171875,25434.74836,25988.83203125,25516.67396,26151.244140625,25705.73304,26266.060546875,25800.26258
2017-10-20 04:10:00,25839.68359375,25396.93654,25893.244140625,25434.74836,25927.681640625,25516.67396,26028.859375,25705.73304,26195.73828125,25800.26258,26318.421875,26676.23632
2017-10-20 04:20:00,25842.5546875,25434.74836,25891.171875,25516.67396,25923.12890625,25705.73304,26025.53515625,25800.26258,26192.927734375,26676.23632,26319.6171875,26840.08753
2017-10-20 04:30:00,25895.98828125,25516.67396,25931.513671875,25705.73304,25951.763671875,25800.26258,26041.916015625,26676.23632,26193.078125,26840.08753,26307.548828125,26808.57768
2017-10-20 04:40:00,25969.830078125,25705.73304,25989.017578125,25800.26258,25992.998046875,26676.23632,26063.138671875,26840.08753,26190.2265625,26808.57768,26285.748046875,26871.59737
2017-10-20 04:50:00,26021.060546875,25800.26258,26013.208984375,26676.23632,25988.01953125,26840.08753,26023.986328125,26808.57768,26113.373046875,26871.59737,26173.6328125,27167.78993
2017-10-20 05:00:00,25992.20703125,26676.23632,25949.796875,26840.08753,25888.263671875,26808.57768,25888.478515625,26871.59737,25940.4375,27167.78993,25963.708984375,26877.89934
2017-10-20 05:10:00,25909.982421875,26840.08753,25842.25390625,26808.57768,25756.4453125,26871.59737,25733.54296875,27167.78993,25763.1328125,26877.89934,25765.5234375,26569.10284
2017-10-20 05:20:00,25928.91796875,26808.57768,25826.3515625,26871.59737,25707.419921875,27167.78993,25652.115234375,26877.89934,25647.810546875,26569.10284,25625.25,26354.83589
2017-10-20 05:30:00,25969.625,26871.59737,25812.828125,27167.78993,25642.01171875,26877.89934,25536.392578125,26569.10284,25479.869140625,26354.83589,25418.95703125,25775.0547
2017-10-20 05:40:00,25907.740234375,27167.78993,25713.615234375,26877.89934,25513.046875,26569.10284,25384.509765625,26354.83589,25309.451171875,25775.0547,25244.03125,25283.50109
2017-10-20 05:50:00,25878.77734375,26877.89934,25659.0078125,26569.10284,25445.30078125,26354.83589,25310.490234375,25775.0547,25234.98046875,25283.50109,25187.216796875,24766.73961
2017-10-20 06:00:00,25851.5,26569.10284,25628.740234375,26354.83589,25425.970703125,25775.0547,25308.287109375,25283.50109,25258.701171875,24766.73961,25253.7265625,24420.13129
2017-10-20 06:10:00,25867.31640625,26354.83589,25680.56640625,25775.0547,25527.67578125,25283.50109,25466.6171875,24766.73961,25481.458984375,24420.13129,25556.91796875,24867.57112
2017-10-20 06:20:00,25907.453125,25775.0547,25789.927734375,25283.50109,25715.8125,24766.73961,25735.857421875,24420.13129,25841.23046875,24867.57112,26016.240234375,25428.44639
2017-10-20 06:30:00,26076.392578125,25283.50109,26047.037109375,24766.73961,26065.330078125,24420.13129,26171.876953125,24867.57112,26369.416015625,25428.44639,26640.052734375,25888.49015
2017-10-20 06:40:00,26318.88671875,24766.73961,26393.822265625,24420.13129,26513.91015625,24867.57112,26708.611328125,25428.44639,26999.16015625,25888.49015,27358.294921875,26543.89497
2017-10-20 06:50:00,26528.6015625,24420.13129,26689.931640625,24867.57112,26891.7109375,25428.44639,27153.5,25888.49015,27513.9609375,26543.89497,27933.69140625,26795.97374
2017-10-20 07:00:00,26706.810546875,24867.57112,26940.953125,25428.44639,27209.0625,25888.49015,27524.36328125,26543.89497,27935.669921875,26795.97374,28396.482421875,27174.0919
2017-10-20 07:10:00,26802.0703125,25428.44639,27079.57421875,25888.49015,27386.85546875,26543.89497,27734.58984375,26795.97374,28174.787109375,27174.0919,28657.2109375,28276.93654
2017-10-20 07:20:00,26982.076171875,25888.49015,27290.24609375,26543.89497,27624.943359375,26795.97374,27995.443359375,27174.0919,28452.578125,28276.93654,28947.4765625,28642.45077
2017-10-20 07:30:00,27287.40625,26543.89497,27622.248046875,26795.97374,27981.048828125,27174.0919,28371.01171875,28276.93654,28841.765625,28642.45077,29348.015625,29367.17724
2017-10-20 07:40:00,27637.39453125,26795.97374,27993.60546875,27174.0919,28373.16015625,28276.93654,28778.71875,28642.45077,29261.25390625,29367.17724,29777.9140625,29776.80525
2017-10-20 07:50:00,28080.6171875,27174.0919,28464.482421875,28276.93654,28871.66015625,28642.45077,29297.349609375,29367.17724,29795.677734375,29776.80525,30329.3984375,30123.41357
2017-10-20 08:00:00,28552.923828125,28276.93654,28965.37890625,28642.45077,29400.59765625,29367.17724,29845.244140625,29776.80525,30357.89453125,30123.41357,30904.189453125,30596.06127
2017-10-20 08:10:00,29044.6953125,28642.45077,29476.423828125,29367.17724,29929.310546875,29776.80525,30380.537109375,30123.41357,30893.716796875,30596.06127,31439.5234375,30961.57549
2017-10-20 08:20:00,29694.099609375,29367.17724,30152.0234375,29776.80525,30627.396484375,30123.41357,31083.79296875,30596.06127,31594.05859375,30961.57549,32130.875,31345.99562
2017-10-20 08:30:00,30337.453125,29776.80525,30808.953125,30123.41357,31294.916015625,30596.06127,31743.2109375,30961.57549,32238.478515625,31345.99562,32750.97265625,32272.38512
2017-10-20 08:40:00,31075.685546875,30123.41357,31559.998046875,30596.06127,32058.974609375,30961.57549,32494.662109375,31345.99562,32973.1328125,32272.38512,33453.984375,32448.84026
2017-10-20 08:50:00,31742.671875,30596.06127,32229.064453125,30961.57549,32732.294921875,31345.99562,33151.23046875,32272.38512,33610.921875,32448.84026,34057.46875,32562.27571
2017-10-20 09:00:00,32387.40234375,30961.57549,32861.82421875,31345.99562,33354.421875,32272.38512,33744.97265625,32448.84026,34175.86328125,32562.27571,34578.1015625,33205.07659
2017-10-20 09:10:00,32876.50390625,31345.99562,33333.55859375,32272.38512,33810.4375,32448.84026,34176.9765625,32562.27571,34584.16796875,33205.07659,34954.80859375,33810.06565
2017-10-20 09:20:00,33299.28515625,32272.38512,33731.00390625,32448.84026,34183.5390625,32562.27571,34521.09375,33205.07659,34899.0390625,33810.06565,35234.09375,34200.78775
2017-10-20 09:30:00,33676.609375,32448.84026,34081.39453125,32562.27571,34507.87890625,33205.07659,34816.00390625,33810.06565,35164.125,34200.78775,35464.5,34604.11379
2017-10-20 09:40:00,34117.3359375,32562.27571,34498.71484375,33205.07659,34903.0,33810.06565,35184.6796875,34200.78775,35505.796875,34604.11379,35774.28515625,34761.66302
2017-10-20 09:50:00,34410.74609375,33205.07659,34764.55859375,33810.06565,35139.73046875,34200.78775,35396.359375,34604.11379,35692.3359375,34761.66302,35936.99609375,34957.02407
2017-10-20 10:00:00,34664.7734375,33810.06565,34982.515625,34200.78775,35319.58203125,34604.11379,35543.0546875,34761.66302,35805.73046875,34957.02407,36019.96484375,35001.13786
2017-10-20 10:10:00,34977.98828125,34200.78775,35260.74609375,34604.11379,35563.0,34761.66302,35754.66015625,34957.02407,35985.7265625,35001.13786,36170.14453125,35045.25164
2017-10-20 10:20:00,35293.05078125,34604.11379,35540.0078125,34761.66302,35806.34765625,34957.02407,35965.48828125,35001.13786,36165.15234375,35045.25164,36321.49609375,35265.82057
2017-10-20 10:30:00,35518.65234375,34761.66302,35725.9296875,34957.02407,35952.62890625,35001.13786,36076.4765625,35045.25164,36242.94921875,35265.82057,36369.55859375,35524.20131
2017-10-20 10:40:00,35784.38671875,34957.02407,35957.98828125,35001.13786,36151.2109375,35045.25164,36243.17578125,35265.82057,36378.7265625,35524.20131,36476.046875,35921.22538
2017-10-20 10:50:00,35993.859375,35001.13786,36137.94921875,35045.25164,36302.6640625,35265.82057,36368.9375,35524.20131,36481.6328125,35921.22538,36557.9453125,36103.98249
2017-10-20 11:00:00,36119.8359375,35045.25164,36231.5546875,35265.82057,36363.89453125,35524.20131,36401.6640625,35921.22538,36486.828125,36103.98249,36539.02734375,36022.05689
2017-10-20 11:10:00,36144.29296875,35265.82057,36218.44140625,35524.20131,36313.54296875,35921.22538,36319.08203125,36103.98249,36372.9921875,36022.05689,36399.16015625,35366.65208
2017-10-20 11:20:00,36100.3046875,35524.20131,36140.65234375,35921.22538,36202.33203125,36103.98249,36180.92578125,36022.05689,36207.6875,35366.65208,36213.828125,35095.6674
2017-10-20 11:30:00,36101.484375,35921.22538,36110.85546875,36103.98249,36142.59765625,36022.05689,36096.19921875,35366.65208,36096.3671875,35095.6674,36081.640625,34824.68271
2017-10-20 11:40:00,36229.765625,36103.98249,36214.33203125,36022.05689,36221.08984375,35366.65208,36150.8671875,35095.6674,36124.23046875,34824.68271,36087.36328125,34673.43545
2017-10-20 11:50:00,36230.0234375,36022.05689,36193.38671875,35366.65208,36179.51171875,35095.6674,36091.06640625,34824.68271,36043.75390625,34673.43545,35991.1796875,34433.96061
2017-10-20 12:00:00,36254.578125,35366.65208,36201.875,35095.6674,36172.10546875,34824.68271,36069.27734375,34673.43545,36005.828125,34433.96061,35939.06640625,34641.9256
